purchase_order_id,supplier_id,product_id,order_date,expected_delivery_date,actual_delivery_date,quantity_ordered,purchase_order_status,unit_cost
42992,14,33,2022-06-13,2022-07-16,2022-07-20,124,Delayed,66.85
42993,1,542,2025-03-12,2025-04-05,NULL,644,Ordered,50.54
42994,171,1595,2024-01-11,2024-02-03,2024-02-12,1381,Received,100.13
42995,31,1549,2023-09-01,2023-09-29,2023-09-28,649,Received,88.38
42996,21,1943,2018-03-06,2018-03-29,2018-04-05,537,Received,73.49
42997,83,1148,2018-03-26,2018-04-27,2018-05-03,1155,Received,18.42
42998,143,383,2018-05-10,2018-05-30,2018-05-29,1360,Received,9.36
42999,196,1825,2019-01-22,2019-02-19,2019-02-20,931,Received,243.81
43000,165,365,2016-09-20,2016-10-21,2016-10-21,1011,Received,32.34
43001,214,183,2020-07-13,2020-08-06,2020-08-11,115,Received,90.33
43002,239,55,2023-06-11,2023-07-09,NULL,306,Ordered,20.56
43003,106,1711,2022-04-13,2022-04-28,2022-05-04,379,Received,41.61
43004,185,1675,2025-03-19,2025-04-24,2025-04-29,253,Received,10.24
43005,226,1124,2024-10-21,2024-11-11,2024-11-21,1483,Delayed,183.29
43006,24,1417,2025-01-24,2025-02-28,2025-03-01,621,Delayed,141.24
43007,9,1500,2021-03-26,2021-04-15,NULL,364,Cancelled,68.46
43008,95,1924,2024-12-30,2025-01-28,2025-02-04,2969,Received,17.09
43009,153,470,2023-12-06,2024-01-13,NULL,1330,Pending,32.77
43010,145,1055,2019-01-01,2019-02-03,2019-01-31,717,Received,32.78
43011,216,1813,2024-02-16,2024-03-08,2024-03-18,1932,Received,42.79
43012,37,111,2019-12-09,2020-01-08,2020-01-10,1147,Received,69.42
43013,210,1787,2017-04-28,2017-05-13,2017-05-16,319,Received,99.24
43014,146,1436,2023-04-04,2023-05-19,2023-05-27,797,Received,151.54
43015,66,1203,2024-07-27,2024-08-22,2024-08-25,129,Received,45.43
43016,122,67,2024-12-28,2025-01-30,2025-02-03,229,Received,109.16
43017,55,1909,2026-05-12,2026-06-15,2026-06-22,1434,Received,88.28
43018,175,1000,2018-01-03,2018-02-14,NULL,382,Ordered,100.3
43019,220,1279,2017-01-12,2017-02-24,2017-03-03,372,Delayed,46.73
43020,68,1961,2024-11-26,2025-01-07,2025-01-04,2886,Received,11.77
43021,147,950,2022-01-06,2022-02-17,2022-02-23,728,Received,118.81
43022,203,1061,2017-08-17,2017-09-15,2017-09-24,810,Delayed,7.53
43023,165,609,2024-09-11,2024-10-21,2024-10-24,2707,Received,43.32
43024,48,1793,2018-09-14,2018-10-21,NULL,819,Ordered,75.05
43025,96,1297,2022-01-28,2022-02-20,2022-03-01,1137,Received,237.34
43026,91,373,2023-05-02,2023-06-05,2023-06-03,1439,Received,178.09
43027,77,1493,2025-09-13,2025-10-24,2025-11-03,152,Received,90.6
43028,215,824,2024-02-22,2024-04-05,NULL,961,Ordered,47.5
43029,232,817,2019-03-27,2019-04-29,2019-05-01,718,Received,129.93
43030,242,1286,2023-09-12,2023-09-28,NULL,1392,Pending,48.18
43031,242,309,2017-11-08,2017-11-30,2017-12-10,770,Received,19.86
43032,245,1011,2019-06-01,2019-07-02,2019-07-01,1398,Received,8.58
43033,17,527,2019-11-03,2019-11-26,2019-12-03,739,Received,69.2
43034,206,1844,2017-11-26,2018-01-07,2018-01-11,569,Delayed,52.62
43035,218,499,2019-02-25,2019-03-28,NULL,1374,Pending,239.55
43036,179,963,2022-06-27,2022-07-11,2022-07-10,1458,Received,44.95
43037,239,1489,2018-03-31,2018-04-16,NULL,406,Ordered,81.43
43038,90,91,2018-12-09,2019-01-10,NULL,619,Ordered,77.11
43039,247,692,2018-01-10,2018-02-13,NULL,105,Ordered,57.58
43040,1,1573,2023-06-15,2023-07-27,2023-07-26,925,Delayed,101.47
43041,108,1020,2024-04-12,2024-05-10,2024-05-17,1698,Delayed,17.6
43042,156,544,2017-02-04,2017-03-19,NULL,2371,Ordered,115.15
43043,214,1359,2016-10-23,2016-11-26,2016-12-06,910,Received,65.62
43044,10,1090,2018-06-12,2018-07-17,NULL,1121,Ordered,56.22
43045,239,1954,2021-01-06,2021-02-18,2021-02-23,359,Delayed,77.66
43046,56,1467,2025-12-03,2025-12-17,2025-12-27,1326,Received,76.05
43047,158,168,2018-04-02,2018-04-27,2018-05-03,567,Received,47.59
43048,13,1884,2023-02-18,2023-03-08,NULL,943,Pending,118.12
43049,166,1036,2018-02-24,2018-03-20,2018-03-21,605,Received,67.68
43050,122,1323,2023-03-01,2023-03-19,2023-03-24,853,Received,99.32
43051,187,15,2019-11-14,2019-12-02,2019-12-08,1438,Received,222.39
43052,14,1661,2022-12-12,2023-01-01,2023-01-02,446,Received,46.29
43053,53,1046,2024-11-25,2024-12-28,2024-12-29,2889,Received,15.8
43054,165,1737,2022-03-18,2022-04-27,2022-05-01,1859,Received,25.57
43055,14,1563,2023-09-06,2023-10-21,NULL,608,Pending,107.43
43056,228,489,2018-11-15,2018-12-11,2018-12-11,926,Received,95.98
43057,50,1320,2018-11-04,2018-12-04,2018-12-05,2125,Received,125.95
43058,1,1743,2018-02-27,2018-04-10,2018-04-16,295,Received,116.35
43059,188,385,2019-10-07,2019-10-29,2019-11-07,813,Received,37.48
43060,147,271,2020-05-06,2020-06-14,2020-06-12,307,Received,19.51
43061,220,1279,2022-11-26,2022-12-16,2022-12-26,437,Received,45.66
43062,228,16,2021-05-21,2021-06-16,2021-06-17,759,Received,62.41
43063,175,1506,2020-08-24,2020-10-06,2020-10-15,455,Delayed,48.32
43064,5,581,2022-06-04,2022-07-19,2022-07-17,2413,Received,30.22
43065,66,14,2025-06-25,2025-07-21,2025-07-18,135,Received,100.18
43066,71,1048,2023-07-03,2023-08-03,2023-07-31,562,Received,65.96
43067,66,1882,2019-04-15,2019-05-23,2019-05-22,344,Received,29.76
43068,86,372,2023-11-22,2023-12-29,NULL,508,Pending,110.74
43069,171,1075,2024-07-15,2024-08-26,2024-08-26,1310,Delayed,38.39
43070,115,514,2019-05-26,2019-07-05,2019-07-07,1408,Received,71.13
43071,75,1928,2025-07-15,2025-08-26,2025-09-01,3141,Delayed,75.33
43072,189,1433,2021-11-29,2022-01-07,NULL,2140,Ordered,46.55
43073,22,466,2026-03-16,2026-04-19,NULL,1084,Pending,47.59
43074,132,1182,2025-02-22,2025-03-10,NULL,1288,Ordered,68.09
43075,72,554,2025-03-22,2025-04-23,NULL,538,Pending,15.34
43076,232,800,2021-02-14,2021-03-08,NULL,275,Pending,174.74
43077,211,683,2025-11-17,2025-12-14,2025-12-16,311,Received,87.9
43078,83,137,2018-09-11,2018-10-17,2018-10-18,1398,Received,63.67
43079,247,692,2017-03-25,2017-04-21,NULL,1110,Ordered,57.35
43080,112,473,2019-04-16,2019-05-22,NULL,647,Cancelled,3.19
43081,39,126,2022-01-21,2022-03-07,NULL,558,Ordered,92.54
43082,171,1391,2016-07-16,2016-08-15,2016-08-18,985,Received,78.44
43083,151,793,2021-03-10,2021-04-18,NULL,158,Ordered,52.88
43084,127,830,2022-07-07,2022-08-16,2022-08-15,1089,Received,172.87
43085,220,1037,2020-06-17,2020-07-01,NULL,901,Pending,95.33
43086,86,1708,2025-07-02,2025-07-29,2025-08-01,802,Received,112.55
43087,154,1771,2018-11-30,2018-12-17,2018-12-25,620,Received,198.38
43088,176,760,2017-02-01,2017-03-11,2017-03-18,911,Received,58.22
43089,33,1072,2021-05-23,2021-06-25,NULL,801,Cancelled,136.86
43090,59,663,2018-06-01,2018-06-19,2018-06-28,562,Delayed,28.93
43091,38,1356,2017-10-04,2017-11-15,2017-11-21,1797,Delayed,133.76
43092,244,713,2026-03-27,2026-04-16,NULL,714,Pending,48.19
43093,24,913,2020-10-08,2020-10-25,2020-10-30,976,Received,29.16
43094,163,1736,2024-12-07,2024-12-25,2025-01-02,1161,Received,61.59
43095,131,1077,2018-03-06,2018-04-14,2018-04-24,717,Received,73.07
43096,170,1577,2017-03-24,2017-04-22,2017-04-30,1234,Received,69.44
43097,210,1521,2023-12-31,2024-02-08,2024-02-13,757,Delayed,31.47
43098,106,462,2025-09-06,2025-10-16,2025-10-26,405,Received,117.94
43099,190,1942,2018-07-08,2018-08-02,NULL,358,Ordered,51.19
43100,142,961,2018-05-30,2018-06-21,2018-06-29,877,Delayed,43.36
43101,20,1106,2017-12-29,2018-01-18,NULL,1260,Pending,210.2
43102,72,870,2019-10-02,2019-10-18,2019-10-25,1288,Delayed,6.39
43103,182,995,2022-07-10,2022-08-21,2022-08-22,850,Received,196.37
43104,94,68,2021-12-28,2022-01-24,2022-01-27,595,Received,98.51
43105,214,183,2021-03-31,2021-04-29,NULL,582,Pending,91.49
43106,147,950,2021-01-16,2021-02-08,2021-02-11,892,Received,116.18
43107,247,1598,2021-02-01,2021-03-03,2021-03-12,518,Received,93.31
43108,54,390,2021-12-23,2022-01-25,2022-02-02,735,Received,120.35
43109,49,1704,2023-12-14,2024-01-14,2024-01-13,591,Received,17.81
43110,179,1651,2023-06-14,2023-07-02,2023-07-03,1493,Received,218.58
43111,213,765,2018-06-25,2018-08-08,2018-08-09,1771,Received,39.47
43112,207,375,2021-07-25,2021-09-03,2021-09-02,3776,Received,26.38
43113,9,564,2017-03-06,2017-03-20,2017-03-27,945,Received,114.76
43114,47,258,2020-11-10,2020-11-29,NULL,870,Cancelled,72.5
43115,91,742,2022-06-24,2022-08-08,2022-08-08,353,Received,118.23
43116,63,1256,2018-03-13,2018-04-19,NULL,2782,Ordered,34.98
43117,57,1518,2026-06-16,2026-07-23,NULL,640,Ordered,49.77
43118,127,103,2026-01-01,2026-01-18,2026-01-21,1110,Received,99.51
43119,180,1938,2025-01-30,2025-02-28,2025-03-01,176,Received,64.41
43120,87,635,2018-07-04,2018-08-06,2018-08-14,1398,Delayed,27.8
43121,180,350,2023-09-30,2023-11-08,NULL,446,Ordered,98.1
43122,47,680,2017-05-14,2017-06-08,2017-06-11,129,Received,84.8
43123,220,1406,2021-07-16,2021-08-17,NULL,723,Ordered,63.59
43124,204,120,2025-10-26,2025-11-25,NULL,465,Pending,11.32
43125,206,107,2018-04-22,2018-05-30,2018-05-29,573,Received,110.78
43126,209,1872,2018-03-04,2018-04-09,NULL,1167,Pending,200.89
43127,81,1475,2019-12-02,2020-01-05,2020-01-03,281,Received,221.21
43128,14,1563,2026-06-26,2026-07-17,2026-07-26,159,Received,106.27
43129,194,878,2020-05-21,2020-06-10,2020-06-15,693,Received,92.67
43130,29,47,2021-05-23,2021-06-16,2021-06-22,377,Delayed,36.44
43131,68,1961,2016-10-24,2016-12-06,2016-12-06,2145,Received,11.74
43132,47,1045,2022-05-08,2022-06-22,2022-06-27,678,Received,30.28
43133,1,1692,2023-08-05,2023-09-17,NULL,132,Ordered,47.09
43134,126,1588,2025-09-25,2025-11-05,2025-11-10,1223,Received,21.85
43135,200,794,2024-09-20,2024-10-11,NULL,152,Pending,89.25
43136,241,1105,2016-12-17,2017-01-26,2017-01-26,173,Received,216.7
43137,86,129,2023-09-24,2023-10-10,2023-10-19,947,Received,15.5
43138,177,18,2017-07-01,2017-08-04,2017-08-01,302,Received,134.74
43139,10,1012,2019-04-27,2019-05-13,NULL,1214,Ordered,33.88
43140,147,1214,2017-04-13,2017-05-09,NULL,800,Ordered,32.43
43141,223,642,2019-08-27,2019-09-11,2019-09-17,381,Received,25.58
43142,46,1806,2025-10-13,2025-11-08,NULL,2525,Pending,67.81
43143,18,1945,2018-05-24,2018-06-22,2018-06-23,1038,Received,84.26
43144,47,860,2026-05-31,2026-07-09,2026-07-16,148,Received,46.11
43145,93,1,2019-01-21,2019-02-18,2019-02-25,474,Received,29.66
43146,218,429,2020-03-27,2020-04-26,NULL,582,Ordered,61.4
43147,239,1650,2020-12-19,2021-01-18,NULL,576,Ordered,70.61
43148,250,1335,2016-10-20,2016-11-14,2016-11-15,866,Received,70.09
43149,183,625,2023-03-12,2023-04-17,NULL,751,Pending,91.72
43150,22,58,2022-12-28,2023-02-10,2023-02-10,1197,Received,172.42
43151,102,646,2018-09-29,2018-11-03,2018-11-13,507,Received,7.28
43152,181,1655,2023-08-08,2023-09-16,2023-09-13,650,Received,29.07
43153,133,1687,2025-08-04,2025-08-27,NULL,855,Ordered,47.24
43154,187,480,2023-07-07,2023-08-02,2023-08-10,879,Received,113.6
43155,246,477,2020-01-09,2020-01-24,2020-01-29,494,Received,121.73
43156,114,1013,2019-05-03,2019-05-30,2019-05-29,256,Received,47.08
43157,146,1404,2025-08-18,2025-09-25,2025-09-25,866,Delayed,126.48
43158,14,513,2023-06-25,2023-07-10,2023-07-15,901,Received,70.02
43159,64,958,2022-09-04,2022-09-21,2022-09-30,753,Received,74.65
43160,244,1219,2018-06-07,2018-06-27,NULL,878,Pending,51.85
43161,3,1586,2022-12-19,2023-01-14,2023-01-24,1655,Received,147.87
43162,72,870,2021-02-17,2021-03-15,NULL,418,Cancelled,6.67
43163,210,96,2017-09-01,2017-10-12,NULL,111,Ordered,117.54
43164,131,731,2025-10-09,2025-11-05,NULL,1085,Ordered,70.25
43165,34,277,2025-02-17,2025-03-23,2025-03-26,3644,Received,122.26
43166,29,1362,2022-01-25,2022-02-18,2022-02-24,1587,Received,18.87
43167,226,45,2024-08-30,2024-09-27,NULL,282,Ordered,87.77
43168,52,324,2025-05-22,2025-06-05,2025-06-14,133,Received,56.71
43169,4,1014,2025-03-06,2025-04-06,2025-04-12,776,Delayed,70.52
43170,181,308,2018-08-11,2018-09-15,2018-09-24,1062,Received,56.03
43171,141,1952,2021-10-05,2021-11-14,2021-11-22,1310,Received,31.99
43172,139,1519,2021-08-16,2021-09-18,NULL,773,Ordered,239.35
43173,176,132,2025-12-21,2026-01-26,2026-01-25,560,Received,21.71
43174,206,228,2020-03-11,2020-04-10,2020-04-10,575,Received,79.29
43175,246,1374,2022-10-12,2022-10-27,2022-10-28,1328,Received,144.96
43176,114,1013,2023-11-08,2023-12-22,2023-12-23,760,Received,50.04
43177,226,823,2024-08-09,2024-08-23,2024-09-01,298,Received,74.26
43178,245,1818,2022-08-20,2022-09-22,NULL,922,Pending,76.26
43179,94,1949,2019-12-11,2019-12-30,2019-12-28,528,Received,81.54
43180,154,1006,2024-03-01,2024-03-18,NULL,1397,Cancelled,211.02
43181,195,600,2022-05-02,2022-05-27,NULL,2381,Ordered,51.0
43182,89,1875,2023-12-26,2024-01-21,2024-01-30,168,Delayed,59.2
43183,222,699,2019-12-11,2020-01-01,NULL,332,Ordered,179.7
43184,29,47,2021-05-12,2021-06-22,2021-06-30,1217,Received,33.17
43185,167,362,2022-03-30,2022-04-19,NULL,2448,Ordered,44.25
43186,72,1739,2017-02-17,2017-03-21,NULL,1471,Ordered,11.93
43187,18,201,2023-07-14,2023-08-03,NULL,620,Ordered,108.09
43188,24,913,2018-05-23,2018-06-13,2018-06-23,1392,Received,27.68
43189,69,1386,2024-08-16,2024-09-30,2024-09-27,848,Received,98.53
43190,243,1925,2021-04-23,2021-05-14,NULL,991,Ordered,159.33
43191,160,1057,2018-10-15,2018-11-08,2018-11-15,1464,Received,135.38
43192,57,1518,2023-12-14,2024-01-22,2024-01-20,2273,Received,51.46
43193,16,1383,2023-05-08,2023-06-05,NULL,958,Pending,56.98
43194,207,1459,2016-09-05,2016-10-08,2016-10-15,2013,Received,19.8
43195,220,1349,2021-05-11,2021-06-04,NULL,258,Pending,102.13
43196,181,568,2022-02-19,2022-03-21,NULL,772,Ordered,48.87
43197,160,158,2025-04-12,2025-04-29,NULL,601,Pending,234.91
43198,181,568,2017-03-28,2017-04-13,2017-04-16,865,Received,50.46
43199,175,1074,2020-11-23,2021-01-05,2021-01-11,350,Received,99.76
43200,175,210,2024-09-03,2024-10-11,2024-10-12,910,Received,76.75
43201,220,728,2021-07-27,2021-08-12,2021-08-13,456,Delayed,76.17
43202,106,1615,2019-07-09,2019-08-16,2019-08-23,316,Received,93.88
43203,250,66,2023-05-09,2023-06-19,2023-06-17,395,Received,81.11
43204,9,687,2019-05-23,2019-06-30,2019-06-27,287,Received,16.67
43205,86,517,2023-09-24,2023-10-20,NULL,996,Ordered,77.28
43206,173,1596,2024-01-27,2024-02-29,2024-03-03,1020,Received,67.8
43207,214,1359,2018-03-22,2018-05-05,2018-05-10,627,Received,61.45
43208,94,1690,2022-09-27,2022-10-20,NULL,674,Pending,51.71
43209,197,260,2019-03-25,2019-04-20,NULL,160,Ordered,49.37
43210,78,952,2019-01-13,2019-02-19,2019-02-18,4765,Received,126.53
43211,108,1020,2020-03-16,2020-04-16,2020-04-14,2619,Received,17.55
43212,180,555,2023-01-02,2023-02-16,2023-02-16,808,Delayed,98.78
43213,18,1998,2025-03-27,2025-04-12,NULL,1308,Ordered,75.02
43214,26,1751,2016-12-14,2017-01-23,2017-01-28,501,Received,103.91
43215,147,551,2022-12-02,2022-12-18,2022-12-28,192,Received,81.7
43216,215,1997,2020-05-07,2020-06-19,2020-06-28,454,Received,119.58
43217,86,1640,2017-11-26,2018-01-03,2018-01-04,930,Received,90.46
43218,4,579,2024-12-03,2025-01-01,2025-01-08,562,Delayed,70.07
43219,83,566,2021-02-13,2021-03-13,2021-03-15,944,Received,94.92
43220,210,1455,2025-12-05,2026-01-18,NULL,158,Cancelled,100.05
43221,209,1872,2025-11-22,2025-12-22,2025-12-28,258,Received,187.28
43222,146,1474,2016-07-18,2016-08-05,2016-08-13,320,Received,98.57
43223,106,1615,2018-04-07,2018-05-21,NULL,971,Ordered,95.11
43224,99,843,2024-09-22,2024-10-06,2024-10-11,481,Received,84.9
43225,116,1796,2023-04-25,2023-05-18,NULL,501,Ordered,20.75
43226,145,1055,2020-03-24,2020-04-20,2020-04-25,1446,Delayed,31.1
43227,175,682,2024-07-22,2024-08-27,2024-09-06,976,Received,38.17
43228,236,1403,2023-03-22,2023-05-02,2023-05-01,2544,Received,26.61
43229,21,1776,2019-03-08,2019-03-31,2019-04-01,572,Received,25.46
43230,147,211,2022-10-19,2022-11-05,2022-11-07,651,Received,85.57
43231,27,1530,2024-07-01,2024-07-23,2024-07-29,591,Received,67.41
43232,31,582,2024-01-01,2024-01-28,2024-01-31,410,Received,40.62
43233,228,489,2017-02-27,2017-04-07,NULL,156,Pending,92.87
43234,16,186,2024-01-17,2024-02-07,2024-02-10,997,Received,33.9
43235,146,907,2020-03-21,2020-04-18,NULL,174,Pending,187.84
43236,106,1711,2023-12-06,2024-01-09,2024-01-16,399,Received,45.54
43237,190,177,2018-04-27,2018-06-11,2018-06-19,246,Received,19.11
43238,197,260,2019-07-28,2019-09-05,2019-09-05,925,Received,48.01
43239,93,1638,2017-04-03,2017-04-25,2017-04-25,244,Received,62.06
43240,160,267,2020-10-07,2020-11-20,2020-11-21,716,Received,190.03
43241,192,449,2020-08-14,2020-09-08,NULL,154,Ordered,161.75
43242,66,633,2020-09-30,2020-10-23,NULL,373,Ordered,83.38
43243,175,1130,2022-12-27,2023-01-18,NULL,182,Pending,58.33
43244,154,948,2016-10-19,2016-11-08,2016-11-05,1414,Received,150.85
43245,218,1579,2023-01-05,2023-02-02,NULL,1297,Pending,168.87
43246,55,1795,2022-03-27,2022-05-01,2022-05-01,501,Received,226.89
43247,175,475,2019-03-12,2019-04-17,NULL,461,Ordered,22.87
43248,164,264,2017-01-12,2017-02-06,NULL,522,Ordered,15.24
43249,242,1161,2019-09-02,2019-09-21,2019-09-22,2632,Received,15.78
43250,235,977,2020-07-24,2020-08-17,2020-08-20,3263,Received,45.42
43251,138,1941,2021-05-18,2021-06-05,2021-06-11,232,Received,20.06
43252,239,153,2019-01-09,2019-02-01,2019-01-31,736,Received,106.73
43253,100,1454,2020-10-12,2020-11-21,2020-11-27,3719,Received,53.78
43254,166,1859,2019-03-17,2019-04-22,2019-04-25,394,Received,48.68
43255,94,448,2024-12-14,2025-01-19,NULL,728,Pending,61.96
43256,91,649,2024-12-18,2025-01-16,2025-01-23,1225,Received,149.05
43257,237,293,2019-10-15,2019-11-29,2019-11-28,249,Received,141.18
43258,81,1555,2018-07-11,2018-08-06,2018-08-08,345,Received,24.19
43259,52,324,2023-09-10,2023-10-10,2023-10-11,965,Received,55.66
43260,123,678,2016-10-09,2016-11-03,NULL,3915,Ordered,17.29
43261,131,1077,2019-09-28,2019-11-12,2019-11-13,919,Received,71.68
43262,247,1856,2025-01-16,2025-02-24,NULL,823,Ordered,104.49
43263,14,938,2023-11-12,2023-12-04,2023-12-06,260,Received,51.35
43264,206,1033,2017-12-10,2018-01-10,2018-01-09,985,Received,102.67
43265,75,1928,2020-08-14,2020-09-03,2020-09-08,4524,Received,79.39
43266,103,1764,2017-03-18,2017-04-07,2017-04-07,605,Received,130.64
43267,199,1587,2026-06-05,2026-07-15,NULL,482,Pending,55.71
43268,226,1524,2019-07-10,2019-08-19,NULL,604,Ordered,40.92
43269,165,1170,2017-02-15,2017-03-25,2017-03-24,601,Received,37.16
43270,42,1854,2023-03-13,2023-04-17,NULL,3971,Ordered,86.75
43271,121,1831,2025-06-27,2025-07-29,2025-07-30,3639,Received,82.77
43272,228,506,2024-03-15,2024-04-16,NULL,298,Pending,44.9
43273,203,955,2024-11-11,2024-12-24,NULL,903,Cancelled,26.09
43274,17,956,2021-04-28,2021-06-06,2021-06-12,248,Received,87.32
43275,214,982,2019-12-29,2020-01-18,2020-01-25,797,Received,41.64
43276,18,1998,2025-06-08,2025-07-21,2025-07-25,1359,Delayed,74.27
43277,45,1689,2023-08-27,2023-09-10,2023-09-19,872,Received,196.03
43278,126,1064,2018-06-10,2018-07-09,NULL,538,Ordered,84.24
43279,94,1937,2017-09-26,2017-11-07,2017-11-07,589,Received,43.11
43280,136,215,2022-08-17,2022-09-19,2022-09-28,462,Received,24.99
43281,5,1824,2019-11-22,2019-12-06,NULL,2580,Ordered,49.85
43282,241,2000,2024-12-21,2025-02-02,2025-02-05,604,Received,33.07
43283,179,1826,2020-08-26,2020-09-25,NULL,456,Ordered,255.66
43284,234,656,2019-01-05,2019-01-21,2019-01-31,163,Received,191.42
43285,177,1236,2025-08-23,2025-10-03,NULL,1135,Pending,31.43
43286,6,1112,2022-09-24,2022-10-20,2022-10-25,2167,Received,11.05
43287,106,1877,2025-06-22,2025-07-13,NULL,828,Pending,81.38
43288,89,1597,2020-03-10,2020-04-17,2020-04-15,1293,Received,90.32
43289,48,1420,2023-10-22,2023-11-11,2023-11-16,416,Received,55.71
43290,152,1656,2026-01-08,2026-01-28,2026-01-31,1325,Received,13.41
43291,188,1458,2024-01-06,2024-01-28,NULL,937,Ordered,50.99
43292,215,824,2018-05-27,2018-06-10,2018-06-18,652,Received,49.84
43293,138,1507,2026-06-15,2026-07-19,2026-07-25,633,Delayed,33.31
43294,100,1454,2018-03-05,2018-03-24,NULL,1801,Ordered,54.28
43295,235,419,2025-02-20,2025-03-14,NULL,2484,Ordered,10.57
43296,91,852,2020-07-22,2020-08-22,2020-08-20,1245,Received,158.23
43297,31,741,2022-05-28,2022-06-27,2022-06-27,1082,Received,9.8
43298,208,806,2019-05-11,2019-05-30,2019-06-08,1651,Received,140.48
43299,37,939,2022-01-11,2022-02-20,2022-02-21,506,Delayed,7.06
43300,155,1702,2017-02-26,2017-03-24,2017-04-03,285,Received,70.05
43301,87,648,2020-12-03,2020-12-23,2020-12-20,587,Received,73.96
43302,1,510,2022-10-20,2022-11-20,2022-11-25,884,Delayed,11.08
43303,151,1699,2020-05-09,2020-05-31,2020-06-03,251,Delayed,128.92
43304,28,1873,2019-05-11,2019-05-28,2019-06-05,596,Received,41.51
43305,144,848,2021-08-08,2021-09-02,2021-09-09,1291,Delayed,79.42
43306,66,1663,2022-10-24,2022-11-27,2022-11-30,964,Received,49.36
43307,203,265,2025-03-25,2025-05-05,2025-05-02,1419,Received,33.2
43308,27,1530,2016-11-28,2017-01-12,2017-01-21,212,Received,62.92
43309,181,308,2026-05-14,2026-06-06,NULL,615,Pending,55.7
43310,132,953,2023-11-29,2024-01-09,2024-01-07,708,Received,32.45
43311,187,1348,2021-02-21,2021-04-04,2021-04-14,932,Received,205.15
43312,24,359,2017-05-01,2017-06-04,2017-06-05,431,Received,181.7
43313,27,596,2016-12-08,2017-01-09,2017-01-13,652,Received,18.38
43314,234,401,2017-03-25,2017-04-22,2017-04-19,613,Received,145.36
43315,175,505,2016-11-26,2016-12-29,2017-01-01,136,Received,10.36
43316,193,154,2017-11-21,2017-12-23,NULL,584,Pending,188.43
43317,23,504,2026-07-15,2026-08-14,2026-08-20,895,Received,7.85
43318,66,1882,2026-03-29,2026-05-04,2026-05-05,423,Received,28.17
43319,211,1241,2021-10-11,2021-11-12,NULL,1445,Ordered,33.05
43320,220,1037,2016-08-18,2016-09-02,NULL,567,Pending,95.24
43321,91,1206,2020-06-15,2020-07-10,2020-07-12,1237,Received,29.57
43322,175,682,2022-12-10,2023-01-10,NULL,687,Ordered,41.58
43323,192,449,2025-12-18,2026-01-28,2026-01-25,239,Received,154.07
43324,87,931,2017-08-02,2017-08-18,2017-08-25,681,Received,25.08
43325,140,1232,2023-12-06,2024-01-18,2024-01-17,624,Received,18.15
43326,9,1960,2021-05-13,2021-06-22,2021-06-19,571,Received,107.77
43327,215,76,2023-09-15,2023-10-30,2023-11-07,753,Received,43.41
43328,20,1106,2023-01-26,2023-02-22,2023-02-20,340,Received,195.44
43329,73,536,2016-10-17,2016-11-22,NULL,2582,Ordered,36.49
43330,209,1749,2019-02-06,2019-03-17,2019-03-14,344,Received,106.84
43331,215,1172,2017-03-27,2017-05-05,NULL,676,Cancelled,107.06
43332,196,1340,2017-01-31,2017-02-21,NULL,1252,Ordered,135.6
43333,64,78,2026-03-25,2026-05-09,2026-05-11,570,Delayed,113.35
43334,101,1990,2023-10-09,2023-11-19,2023-11-17,4708,Received,144.17
43335,14,821,2020-12-06,2021-01-10,NULL,743,Ordered,72.85
43336,137,605,2023-07-12,2023-08-12,NULL,817,Ordered,60.82
43337,4,1263,2023-06-02,2023-07-04,2023-07-12,761,Delayed,39.06
43338,140,379,2023-11-10,2023-12-22,NULL,913,Pending,28.01
43339,131,1498,2024-08-05,2024-09-03,2024-09-12,997,Received,222.52
43340,196,303,2025-09-18,2025-10-17,2025-10-19,695,Received,82.81
43341,66,1226,2018-04-08,2018-04-25,2018-05-01,586,Received,76.59
43342,110,1600,2016-11-05,2016-12-14,2016-12-12,1609,Received,23.56
43343,218,429,2022-03-23,2022-05-02,2022-05-05,1444,Received,60.63
43344,86,640,2018-08-14,2018-09-14,2018-09-13,167,Received,40.1
43345,244,229,2023-09-02,2023-10-07,2023-10-04,935,Received,18.51
43346,59,1721,2020-09-06,2020-10-03,2020-10-04,882,Received,88.79
43347,26,1833,2017-02-07,2017-03-02,NULL,271,Ordered,104.17
43348,152,1141,2019-03-10,2019-04-02,2019-04-05,462,Received,80.32
43349,147,1214,2017-11-03,2017-11-27,2017-12-07,111,Received,32.44
43350,114,1523,2017-02-16,2017-03-21,2017-03-19,108,Received,93.43
43351,61,1624,2016-12-09,2016-12-29,2016-12-28,495,Delayed,104.11
43352,220,1746,2025-01-05,2025-02-08,2025-02-14,595,Received,66.77
43353,118,990,2023-05-23,2023-06-24,2023-06-29,3334,Received,94.72
43354,195,600,2018-08-10,2018-08-25,NULL,2410,Pending,47.17
43355,167,653,2016-10-30,2016-11-30,2016-12-09,4866,Received,138.67
43356,193,1801,2020-01-08,2020-02-09,2020-02-18,289,Received,238.8
43357,75,623,2024-05-25,2024-06-28,NULL,2710,Ordered,144.99
43358,151,662,2018-09-16,2018-10-26,2018-10-23,1442,Delayed,222.72
43359,214,572,2020-03-08,2020-04-12,2020-04-17,389,Received,34.45
43360,29,1126,2021-10-05,2021-10-29,2021-10-28,1487,Delayed,24.83
43361,13,1982,2021-02-04,2021-03-07,2021-03-10,304,Received,74.74
